Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #6;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #7;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #8;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #9;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #10;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #11;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #12;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #13;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14;Messreihe #14
4,300;5,231;-1,194;-59,533;0,1249;-0,029;-1,421;4,300;4,334;11,907;-63,303;0,1035;0,284;-1,511;4,300;-1,766;-9,802;32,830;-0,0421;-0,234;0,784;4,300;-0,102;-13,210;17,122;-0,0024;-0,315;0,409;4,300;2,576;-13,556;-14,923;0,0615;-0,324;-0,356;4,300;4,972;-6,283;-48,538;0,1187;-0,150;-1,159;4,300;2,692;-13,006;-16,965;0,0643;-0,311;-0,405;4,300;4,488;-8,781;-40,841;0,1071;-0,210;-0,975;4,300;-0,283;22,714;-23,248;-0,0067;0,542;-0,555;4,300;0,094;-13,587;15,708;0,0023;-0,324;0,375;4,300;3,745;-11,765;-30,473;0,0894;-0,281;-0,727;4,300;-2,501;-6,535;38,013;-0,0597;-0,156;0,908;4,300;0,730;-14,121;8,325;0,0174;-0,337;0,199;4,300;0,082;-13,682;15,394;0,0019;-0,327;0,368
4,350;5,097;-4,021;-53,721;0,1217;-0,096;-1,282;4,350;4,849;8,639;-66,131;0,1158;0,206;-1,579;4,350;-2,215;-8,074;36,285;-0,0529;-0,193;0,866;4,350;-0,740;-12,158;23,719;-0,0177;-0,290;0,566;4,350;1,880;-14,074;-6,126;0,0449;-0,336;-0,146;4,350;4,596;-8,561;-42,254;0,1097;-0,204;-1,009;4,350;2,020;-13,650;-8,325;0,0482;-0,326;-0,199;4,350;3,998;-10,666;-33,929;0,0954;-0,255;-0,810;4,350;0,822;21,206;-34,558;0,0196;0,506;-0,825;4,350;-0,565;-12,629;22,619;-0,0135;-0,301;0,540;4,350;3,118;-13,085;-21,991;0,0744;-0,312;-0,525;4,350;-2,779;-4,571;39,741;-0,0663;-0,109;0,949;4,350;0,035;-13,509;16,022;8,2500E-4;-0,322;0,382;4,350;-0,583;-12,723;22,305;-0,0139;-0,304;0,533
4,400;4,829;-6,566;-48,066;0,1153;-0,157;-1,148;4,400;5,198;5,294;-66,602;0,1241;0,126;-1,590;4,400;-2,573;-6,173;38,799;-0,0614;-0,147;0,926;4,400;-1,318;-10,839;28,903;-0,0315;-0,259;0,690;4,400;1,169;-14,169;2,670;0,0279;-0,338;0,064;4,400;4,115;-10,509;-35,186;0,0982;-0,251;-0,840;4,400;1,327;-13,839;0,314;0,0317;-0,330;0,007;4,400;3,421;-12,174;-25,918;0,0817;-0,291;-0,619;4,400;1,838;19,258;-42,569;0,0439;0,460;-1,016;4,400;-1,169;-11,325;28,589;-0,0279;-0,270;0,682;4,400;2,436;-13,964;-13,195;0,0582;-0,333;-0,315;4,400;-2,958;-2,560;41,469;-0,0706;-0,061;0,990;4,400;-0,620;-12,519;22,934;-0,0148;-0,299;0,547;4,400;-1,191;-11,451;28,117;-0,0284;-0,273;0,671
4,450;4,441;-8,828;-41,940;0,1060;-0,211;-1,001;4,450;5,378;1,979;-64,560;0,1284;0,047;-1,541;4,450;-2,832;-4,194;40,369;-0,0676;-0,100;0,964;4,450;-1,824;-9,268;33,301;-0,0435;-0,221;0,795;4,450;0,463;-13,807;11,153;0,0111;-0,330;0,266;4,450;3,545;-12,079;-27,489;0,0846;-0,288;-0,656;4,450;0,636;-13,619;8,639;0,0152;-0,325;0,206;4,450;2,780;-13,258;-17,436;0,0664;-0,317;-0,416;4,450;2,747;16,949;-49,637;0,0656;0,405;-1,185;4,450;-1,698;-9,770;32,830;-0,0405;-0,233;0,784;4,450;1,722;-14,404;-4,398;0,0411;-0,344;-0,105;4,450;-3,035;-0,424;40,841;-0,0725;-0,010;0,975;4,450;-1,217;-11,215;28,746;-0,0291;-0,268;0,686;4,450;-1,728;-9,912;32,673;-0,0413;-0,237;0,780
4,500;3,946;-10,760;-34,872;0,0942;-0,257;-0,832;4,500;5,396;-1,162;-60,004;0,1288;-0,028;-1,432;4,500;-2,992;-2,136;42,412;-0,0714;-0,051;1,012;4,500;-2,245;-7,508;36,285;-0,0536;-0,179;0,866;4,500;-0,212;-13,053;18,535;-0,0051;-0,312;0,443;4,500;2,908;-13,258;-19,164;0,0694;-0,317;-0,457;4,500;-0,035;-12,975;16,493;-8,2500E-4;-0,310;0,394;4,500;2,095;-13,917;-8,639;0,0500;-0,332;-0,206;4,500;3,533;14,294;-56,235;0,0843;0,341;-1,343;4,500;-2,146;-8,042;36,285;-0,0512;-0,192;0,866;4,500;0,996;-14,404;4,555;0,0238;-0,344;0,109;4,500;-3,000;1,524;35,029;-0,0716;0,036;0,836;4,500;-1,742;-9,645;32,987;-0,0416;-0,230;0,788;4,500;-2,182;-8,184;35,971;-0,0521;-0,195;0,859
4,550;3,365;-12,315;-27,018;0,0803;-0,294;-0,645;4,550;5,262;-4,021;-54,350;0,1256;-0,096;-1,297;4,550;-3,046;0,047;41,312;-0,0727;0,001;0,986;4,550;-2,575;-5,639;38,170;-0,0615;-0,135;0,911;4,550;-0,842;-11,954;24,976;-0,0201;-0,285;0,596;4,550;2,220;-13,996;-10,053;0,0530;-0,334;-0,240;4,550;-0,661;-11,969;22,777;-0,0158;-0,286;0,544;4,550;1,389;-14,121;0,314;0,0332;-0,337;0,008;4,550;4,177;11,325;-61,104;0,0997;0,270;-1,459;4,550;-2,502;-6,142;38,799;-0,0597;-0,147;0,926;4,550;0,281;-13,949;13,195;0,0067;-0,333;0,315;4,550;-2,882;3,079;28,903;-0,0688;0,073;0,690;4,550;-2,182;-7,917;36,128;-0,0521;-0,189;0,863;4,550;-2,546;-6,315;38,485;-0,0608;-0,151;0,919
4,600;2,714;-13,462;-18,378;0,0648;-0,321;-0,439;4,600;4,994;-6,597;-48,695;0,1192;-0,157;-1,163;4,600;-2,988;1,995;34,558;-0,0713;0,048;0,825;4,600;-2,809;-3,691;39,113;-0,0670;-0,088;0,934;4,600;-1,407;-10,556;30,159;-0,0336;-0,252;0,720;4,600;1,508;-14,263;-1,100;0,0360;-0,340;-0,026;4,600;-1,232;-10,697;28,117;-0,0294;-0,255;0,671;4,600;0,683;-13,886;8,796;0,0163;-0,331;0,210;4,600;4,665;8,184;-63,617;0,1114;0,195;-1,519;4,600;-2,760;-4,163;39,741;-0,0659;-0,099;0,949;4,600;-0,399;-13,085;20,420;-0,0095;-0,312;0,488;4,600;-2,692;4,414;24,819;-0,0643;0,105;0,593;4,600;-2,534;-6,032;38,642;-0,0605;-0,144;0,923;4,600;-2,813;-4,335;41,312;-0,0672;-0,103;0,986
4,650;2,018;-14,153;-9,268;0,0482;-0,338;-0,221;4,650;4,602;-8,891;-42,569;0,1099;-0,212;-1,016;4,650;-2,846;3,503;27,960;-0,0679;0,084;0,668;4,650;-2,944;-1,728;38,327;-0,0703;-0,041;0,915;4,650;-1,898;-8,938;33,929;-0,0453;-0,213;0,810;4,650;0,793;-14,106;7,226;0,0189;-0,337;0,172;4,650;-1,731;-9,158;32,358;-0,0413;-0,219;0,772;4,650;3,442E-15;-13,242;16,179;2,0123E-16;-0,316;0,386;4,650;4,995;4,964;-64,246;0,1192;0,119;-1,534;4,650;-2,919;-2,168;39,427;-0,0697;-0,052;0,941;4,650;-1,027;-11,907;26,389;-0,0245;-0,284;0,630;4,650;-2,441;5,561;20,892;-0,0583;0,133;0,499;4,650;-2,785;-4,053;40,055;-0,0665;-0,097;0,956;4,650;-2,980;-2,183;44,296;-0,0711;-0,052;1,057
4,700;1,299;-14,389;-0,157;0,0310;-0,344;-0,004;4,700;4,104;-10,854;-35,343;0,0980;-0,259;-0,844;4,700;-2,637;4,791;23,876;-0,0630;0,114;0,570;4,700;-2,981;0,141;35,343;-0,0712;0,003;0,844;4,700;-2,301;-7,163;36,757;-0,0549;-0,171;0,878;4,700;0,097;-13,540;15,237;0,0023;-0,323;0,364;4,700;-2,147;-7,461;35,186;-0,0513;-0,178;0,840;4,700;-0,641;-12,268;22,777;-0,0153;-0,293;0,544;4,700;5,162;1,759;-62,047;0,1232;0,042;-1,481;4,700;-2,977;-0,220;37,071;-0,0711;-0,005;0,885;4,700;-1,590;-10,446;31,416;-0,0380;-0,249;0,750;4,700;-2,136;6,503;16,336;-0,0510;0,155;0,390;4,700;-2,939;-2,026;41,469;-0,0702;-0,048;0,990;4,700;-3,032;0,094;42,569;-0,0724;0,002;1,016
4,750;0,580;-14,169;8,482;0,0138;-0,338;0,203;4,750;3,517;-12,425;-27,175;0,0840;-0,297;-0,649;4,750;-2,367;5,890;19,792;-0,0565;0,141;0,472;4,750;-2,930;1,806;31,259;-0,0699;0,043;0,746;4,750;-2,614;-5,262;38,799;-0,0624;-0,126;0,926;4,750;-0,561;-12,582;22,462;-0,0134;-0,300;0,536;4,750;-2,477;-5,639;37,228;-0,0591;-0,135;0,889;4,750;-1,227;-10,964;28,589;-0,0293;-0,262;0,683;4,750;5,171;-1,241;-57,177;0,1234;-0,030;-1,365;4,750;-2,941;1,539;32,987;-0,0702;0,037;0,787;4,750;-2,072;-8,765;35,186;-0,0495;-0,209;0,840;4,750;-1,791;7,194;11,310;-0,0428;0,172;0,270;4,750;-2,988;0,094;39,741;-0,0713;0,002;0,949;4,750;-2,970;2,073;35,186;-0,0709;0,049;0,840
4,800;-0,118;-13,540;16,336;-0,0028;-0,323;0,390;4,800;2,862;-13,572;-18,535;0,0683;-0,324;-0,443;4,800;-2,048;6,770;15,237;-0,0489;0,162;0,364;4,800;-2,801;3,267;27,489;-0,0669;0,078;0,656;4,800;-2,827;-3,283;39,270;-0,0675;-0,078;0,937;4,800;-1,161;-11,294;28,274;-0,0277;-0,270;0,675;4,800;-2,711;-3,738;38,170;-0,0647;-0,089;0,911;4,800;-1,737;-9,409;32,673;-0,0415;-0,225;0,780;4,800;5,038;-3,958;-51,522;0,1203;-0,094;-1,230;4,800;-2,823;3,079;29,060;-0,0674;0,073;0,694;4,800;-2,466;-6,927;38,013;-0,0589;-0,165;0,907;4,800;-1,417;7,634;6,440;-0,0338;0,182;0,154;4,800;-2,930;1,948;33,458;-0,0699;0,046;0,799;4,800;-2,824;3,613;28,274;-0,0674;0,086;0,675
4,850;-0,774;-12,535;23,248;-0,0185;-0,299;0,555;4,850;2,160;-14,279;-9,582;0,0516;-0,341;-0,229;4,850;-1,690;7,414;10,210;-0,0403;0,177;0,244;4,850;-2,603;4,555;24,033;-0,0621;0,109;0,574;4,850;-2,942;-1,335;37,699;-0,0702;-0,032;0,900;4,850;-1,690;-9,755;32,516;-0,0404;-0,233;0,776;4,850;-2,851;-1,822;37,542;-0,0681;-0,043;0,896;4,850;-2,168;-7,697;35,971;-0,0517;-0,184;0,859;4,850;4,775;-6,393;-46,024;0,1140;-0,153;-1,099;4,850;-2,633;4,445;25,447;-0,0628;0,106;0,608;4,850;-2,765;-4,964;39,898;-0,0660;-0,119;0,952;4,850;-1,027;7,838;1,414;-0,0245;0,187;0,034;4,850;-2,793;3,440;28,117;-0,0667;0,082;0,671;4,850;-2,609;4,901;24,033;-0,0623;0,117;0,574
4,900;-1,371;-11,215;28,903;-0,0327;-0,268;0,690;4,900;1,434;-14,530;-0,471;0,0342;-0,347;-0,011;4,900;-1,307;7,791;5,027;-0,0312;0,186;0,120;4,900;-2,345;5,671;20,263;-0,0560;0,135;0,484;4,900;-2,961;0,487;34,243;-0,0707;0,012;0,818;4,900;-2,136;-8,042;35,500;-0,0510;-0,192;0,848;4,900;-2,893;0,016;34,715;-0,0691;3,750E-4;0,829;4,900;-2,507;-5,812;38,327;-0,0598;-0,139;0,915;4,900;4,398;-8,561;-40,212;0,1050;-0,204;-0,960;4,900;-2,378;5,623;21,520;-0,0568;0,134;0,514;4,900;-2,963;-2,937;40,212;-0,0707;-0,070;0,960;4,900;-0,633;7,775;-3,613;-0,0151;0,186;-0,086;4,900;-2,586;4,760;24,347;-0,0617;0,114;0,581;4,900;-2,334;6,016;19,949;-0,0557;0,144;0,476
4,950;-1,896;-9,645;33,144;-0,0453;-0,230;0,791;4,950;0,707;-14,326;8,325;0,0169;-0,342;0,199;4,950;-0,911;7,917;-0,157;-0,0217;0,189;-0,004;4,950;-2,036;6,582;15,551;-0,0486;0,157;0,371;4,950;-2,893;2,089;30,473;-0,0691;0,050;0,727;4,950;-2,494;-6,205;38,013;-0,0596;-0,148;0,908;4,950;-2,849;1,649;30,945;-0,0680;0,039;0,739;4,950;-2,749;-3,864;38,956;-0,0656;-0,092;0,930;4,950;3,919;-10,414;-33,301;0,0936;-0,249;-0,795;4,950;-2,070;6,597;16,965;-0,0494;0,158;0,405;4,950;-3,058;-0,942;38,485;-0,0730;-0,023;0,919;4,950;-0,250;7,477;-7,854;-0,0060;0,179;-0,188;4,950;-2,317;5,875;19,949;-0,0553;0,140;0,476;4,950;-2,007;6,896;15,080;-0,0479;0,165;0,360
5,000;-2,336;-7,901;36,128;-0,0558;-0,189;0,863;5,000;0,002;-13,697;16,336;3,7500E-5;-0,327;0,390;5,000;-0,515;7,775;-4,869;-0,0123;0,186;-0,116;5,000;-1,687;7,226;10,367;-0,0403;0,172;0,247;5,000;-2,752;3,534;27,332;-0,0657;0,084;0,652;5,000;-2,757;-4,241;39,584;-0,0658;-0,101;0,945;5,000;-2,728;3,110;27,489;-0,0651;0,074;0,656;5,000;-2,893;-1,916;38,170;-0,0691;-0,046;0,911;5,000;3,357;-11,891;-25,447;0,0801;-0,284;-0,607;5,000;-1,718;7,320;11,781;-0,0410;0,175;0,281;5,000;-3,057;0,911;34,872;-0,0730;0,022;0,832;5,000;0,115;6,990;-11,624;0,0027;0,167;-0,278;5,000;-1,998;6,754;15,080;-0,0477;0,161;0,360;5,000;-1,645;7,524;10,053;-0,0393;0,180;0,240
5,050;-2,686;-6,032;38,642;-0,0641;-0,144;0,922;5,050;-0,663;-12,692;23,562;-0,0158;-0,303;0,563;5,050;-0,134;7,430;-8,796;-0,0032;0,177;-0,210;5,050;-1,313;7,618;5,498;-0,0313;0,182;0,131;5,050;-2,540;4,822;23,562;-0,0606;0,115;0,563;5,050;-2,919;-2,246;39,270;-0,0697;-0,054;0,937;5,050;-2,538;4,398;23,719;-0,0606;0,105;0,566;5,050;-2,941;-0,047;35,500;-0,0702;-0,001;0,847;5,050;2,730;-12,959;-17,122;0,0652;-0,309;-0,409;5,050;-1,338;7,775;6,597;-0,0319;0,186;0,158;5,050;-2,967;2,545;30,631;-0,0708;0,061;0,731;5,050;0,449;6,315;-14,923;0,0107;0,151;-0,356;5,050;-1,641;7,383;10,367;-0,0392;0,176;0,248;5,050;-1,255;7,901;4,712;-0,0300;0,189;0,113
5,100;-2,939;-4,037;40,998;-0,0702;-0,096;0,979;5,100;-1,268;-11,341;29,217;-0,0303;-0,271;0,697;5,100;0,228;6,896;-12,881;0,0054;0,165;-0,307;5,100;-0,925;7,775;0,628;-0,0221;0,186;0,015;5,100;-2,270;5,890;19,007;-0,0542;0,141;0,454;5,100;-2,981;-0,314;36,600;-0,0712;-0,008;0,874;5,100;-2,289;5,482;19,478;-0,0546;0,131;0,465;5,100;-2,898;1,634;31,730;-0,0692;0,039;0,758;5,100;2,061;-13,603;-8,639;0,0492;-0,325;-0,206;5,100;-0,941;7,980;1,414;-0,0225;0,191;0,034;5,100;-2,802;3,974;27,018;-0,0669;0,095;0,645;5,100;0,746;5,498;-17,750;0,0178;0,131;-0,424;5,100;-1,260;7,791;5,498;-0,0301;0,186;0,131;5,100;-0,855;7,995;-0,628;-0,0204;0,191;-0,015
5,150;-3,090;-1,932;43,197;-0,0738;-0,046;1,031;5,150;-1,797;-9,770;33,144;-0,0429;-0,233;0,791;5,150;0,556;6,142;-16,336;0,0133;0,147;-0,390;5,150;-0,536;7,681;-4,241;-0,0128;0,183;-0,101;5,150;-1,951;6,723;14,294;-0,0466;0,161;0,341;5,150;-2,950;1,414;32,358;-0,0704;0,034;0,773;5,150;-1,990;6,346;15,237;-0,0475;0,152;0,364;5,150;-2,777;3,126;28,117;-0,0663;0,075;0,671;5,150;1,370;-13,823;0,000;0,0327;-0,330;0,000;5,150;-0,540;7,917;-3,456;-0,0129;0,189;-0,083;5,150;-2,570;5,246;23,562;-0,0614;0,125;0,563;5,150;0,999;4,540;-19,949;0,0238;0,108;-0,476;5,150;-0,862;7,933;0,000;-0,0206;0,189;0,000;5,150;-0,456;7,838;-5,341;-0,0109;0,187;-0,128
5,200;-3,132;0,283;41,312;-0,0748;0,007;0,986;5,200;-2,245;-8,027;36,600;-0,0536;-0,192;0,874;5,200;0,842;5,262;-18,692;0,0201;0,126;-0,446;5,200;-0,157;7,351;-8,482;-0,0037;0,176;-0,203;5,200;-1,598;7,320;9,582;-0,0381;0,175;0,229;5,200;-2,840;2,922;28,746;-0,0678;0,070;0,686;5,200;-1,654;7,006;10,524;-0,0395;0,167;0,251;5,200;-2,586;4,445;24,504;-0,0617;0,106;0,585;5,200;0,679;-13,603;8,482;0,0162;-0,325;0,203;5,200;-0,149;7,634;-7,854;-0,0036;0,182;-0,188;5,200;-2,278;6,330;19,007;-0,0544;0,151;0,454;5,200;1,200;3,503;-21,049;0,0286;0,084;-0,503;5,200;-0,467;7,791;-5,027;-0,0111;0,186;-0,120;5,200;-0,071;7,461;-9,425;-0,0017;0,178;-0,225
5,250;-3,061;2,199;33,929;-0,0731;0,052;0,810;5,250;-2,600;-6,110;39,270;-0,0621;-0,146;0,938;5,250;1,082;4,273;-20,420;0,0258;0,102;-0,488;5,250;0,199;6,833;-12,095;0,0048;0,163;-0,289;5,250;-1,219;7,681;4,398;-0,0291;0,183;0,105;5,250;-2,658;4,288;25,447;-0,0635;0,102;0,607;5,250;-1,290;7,398;5,341;-0,0308;0,177;0,127;5,250;-2,333;5,576;20,263;-0,0557;0,133;0,484;5,250;0,009;-12,975;15,865;2,2500E-4;-0,310;0,379;5,250;0,223;7,131;-11,938;0,0053;0,170;-0,285;5,250;-1,937;7,147;13,666;-0,0462;0,171;0,326;5,250;1,349;2,435;-21,677;0,0322;0,058;-0,518;5,250;-0,083;7,430;-8,954;-0,0020;0,177;-0,214;5,250;0,291;6,896;-13,038;0,0069;0,165;-0,311
5,300;-2,912;3,676;27,803;-0,0695;0,088;0,664;5,300;-2,856;-4,100;41,469;-0,0682;-0,098;0,990;5,300;1,269;3,220;-21,363;0,0303;0,077;-0,510;5,300;0,526;6,142;-15,551;0,0126;0,147;-0,371;5,300;-0,829;7,760;-0,628;-0,0198;0,185;-0,015;5,300;-2,411;5,466;21,206;-0,0576;0,130;0,506;5,300;-0,914;7,540;0,628;-0,0218;0,180;0,015;5,300;-2,028;6,472;15,708;-0,0484;0,154;0,375;5,300;-0,619;-12,017;22,305;-0,0148;-0,287;0,532;5,300;0,564;6,440;-15,237;0,0135;0,154;-0,364;5,300;-1,563;7,697;8,639;-0,0373;0,184;0,206;5,300;1,444;1,335;-21,363;0,0345;0,032;-0,510;5,300;0,276;6,896;-12,409;0,0066;0,165;-0,296;5,300;0,619;6,158;-16,336;0,0148;0,147;-0,390
5,350;-2,694;4,979;23,876;-0,0643;0,119;0,570;5,350;-3,010;-1,963;42,097;-0,0719;-0,047;1,005;5,350;1,404;2,136;-21,991;0,0335;0,051;-0,525;5,350;0,814;5,278;-18,378;0,0194;0,126;-0,439;5,350;-0,443;7,618;-5,027;-0,0106;0,182;-0,120;5,350;-2,111;6,409;16,493;-0,0504;0,153;0,394;5,350;-0,536;7,461;-3,770;-0,0128;0,178;-0,090;5,350;-1,685;7,147;11,153;-0,0402;0,171;0,266;5,350;-1,192;-10,744;27,960;-0,0285;-0,257;0,667;5,350;0,867;5,608;-18,064;0,0207;0,134;-0,431;5,350;-1,167;8,011;3,613;-0,0279;0,191;0,086;5,350;1,483;0,298;-19,164;0,0354;0,007;-0,458;5,350;0,606;6,189;-16,022;0,0145;0,148;-0,383;5,350;0,906;5,262;-19,164;0,0216;0,126;-0,457
5,400;-2,414;6,063;19,321;-0,0576;0,145;0,461;5,400;-3,052;0,110;38,327;-0,0729;0,003;0,915;5,400;1,483;1,021;-21,206;0,0354;0,024;-0,506;5,400;1,054;4,304;-20,106;0,0252;0,103;-0,480;5,400;-0,068;7,257;-9,268;-0,0016;0,173;-0,221;5,400;-1,770;7,116;11,781;-0,0423;0,170;0,281;5,400;-0,168;7,163;-8,011;-0,0040;0,171;-0,191;5,400;-1,313;7,587;5,969;-0,0313;0,181;0,143;5,400;-1,693;-9,221;32,044;-0,0404;-0,220;0,765;5,400;1,125;4,634;-20,263;0,0269;0,111;-0,484;5,400;-0,762;8,058;-1,571;-0,0182;0,192;-0,038;5,400;1,473;-0,581;-16,179;0,0352;-0,014;-0,386;5,400;0,895;5,294;-19,007;0,0214;0,126;-0,454;5,400;1,145;4,241;-21,049;0,0273;0,101;-0,503
5,450;-2,088;6,912;14,608;-0,0498;0,165;0,349;5,450;-2,999;1,869;32,673;-0,0716;0,045;0,780;5,450;1,506;0,016;-18,535;0,0360;3,750E-4;-0,443;5,450;1,244;3,267;-21,049;0,0297;0,078;-0,503;5,450;0,283;6,692;-12,881;0,0067;0,160;-0,308;5,450;-1,400;7,587;6,754;-0,0334;0,181;0,161;5,450;0,181;6,660;-11,781;0,0043;0,159;-0,281;5,450;-0,927;7,744;0,785;-0,0221;0,185;0,019;5,450;-2,114;-7,540;35,186;-0,0505;-0,180;0,840;5,450;1,330;3,581;-21,520;0,0318;0,086;-0,514;5,450;-0,361;7,854;-6,440;-0,0086;0,188;-0,154;5,450;1,425;-1,319;-13,823;0,0340;-0,032;-0,330;5,450;1,136;4,288;-20,577;0,0271;0,102;-0,491;5,450;1,330;3,157;-21,834;0,0318;0,075;-0,521
5,500;-1,723;7,524;9,582;-0,0411;0,180;0,229;5,500;-2,865;3,377;28,274;-0,0684;0,081;0,675;5,500;1,484;-0,833;-15,551;0,0354;-0,020;-0,371;5,500;1,381;2,199;-21,520;0,0330;0,052;-0,514;5,500;0,602;5,969;-16,179;0,0144;0,142;-0,386;5,500;-1,012;7,791;1,728;-0,0242;0,186;0,041;5,500;0,498;5,985;-14,923;0,0119;0,143;-0,356;5,500;-0,539;7,665;-3,927;-0,0129;0,183;-0,094;5,500;-2,447;-5,702;37,385;-0,0584;-0,136;0,893;5,500;1,483;2,482;-22,148;0,0354;0,059;-0,529;5,500;0,024;7,414;-10,681;5,6250E-4;0,177;-0,255;5,500;1,341;-1,963;-11,938;0,0320;-0,047;-0,285;5,500;1,324;3,236;-21,520;0,0316;0,077;-0,514;5,500;1,461;2,058;-21,991;0,0349;0,049;-0,525
5,550;-1,335;7,870;4,241;-0,0319;0,188;0,101;5,550;-2,661;4,697;24,662;-0,0635;0,112;0,589;5,550;1,423;-1,539;-13,352;0,0340;-0,037;-0,319;5,550;1,464;1,115;-21,049;0,0350;0,027;-0,502;5,550;0,880;5,074;-18,850;0,0210;0,121;-0,450;5,550;-0,620;7,760;-2,985;-0,0148;0,185;-0,071;5,550;0,779;5,168;-17,593;0,0186;0,123;-0,420;5,550;-0,160;7,351;-8,011;-0,0038;0,175;-0,191;5,550;-2,684;-3,801;38,170;-0,0641;-0,091;0,911;5,550;1,579;1,367;-21,677;0,0377;0,033;-0,517;5,550;0,380;6,786;-14,137;0,0091;0,162;-0,337;5,550;1,228;-2,513;-10,053;0,0293;-0,060;-0,240;5,550;1,459;2,136;-22,148;0,0348;0,051;-0,529;5,550;1,536;0,958;-21,206;0,0367;0,023;-0,506
5,600;-0,936;7,948;-0,785;-0,0224;0,190;-0,019;5,600;-2,395;5,843;20,735;-0,0572;0,139;0,495;5,600;1,330;-2,168;-11,624;0,0318;-0,052;-0,278;5,600;1,492;0,094;-18,535;0,0356;0,002;-0,443;5,600;1,109;4,084;-20,420;0,0265;0,098;-0,487;5,600;-0,236;7,493;-7,540;-0,0056;0,179;-0,180;5,600;1,015;4,225;-19,478;0,0242;0,101;-0,465;5,600;0,196;6,864;-11,624;0,0047;0,164;-0,277;5,600;-2,827;-1,885;37,699;-0,0675;-0,045;0,900;5,600;1,619;0,314;-19,792;0,0387;0,007;-0,473;5,600;0,702;6,000;-17,279;0,0168;0,143;-0,412;5,600;1,090;-2,969;-7,854;0,0260;-0,071;-0,188;5,600;1,538;1,021;-21,206;0,0367;0,024;-0,506;5,600;1,557;-0,063;-18,850;0,0372;-0,001;-0,450
5,650;-0,540;7,791;-5,498;-0,0129;0,186;-0,131;5,650;-2,077;6,770;16,022;-0,0496;0,162;0,383;5,650;1,206;-2,702;-9,268;0,0288;-0,065;-0,221;5,650;1,473;-0,738;-15,394;0,0352;-0,018;-0,368;5,650;1,288;3,032;-21,363;0,0307;0,072;-0,510;5,650;0,129;7,006;-11,467;0,0031;0,167;-0,274;5,650;1,202;3,220;-20,420;0,0287;0,077;-0,488;5,650;0,526;6,189;-15,237;0,0126;0,148;-0,364;5,650;-2,873;-0,031;34,872;-0,0686;-7,500E-4;0,833;5,650;1,610;-0,613;-16,808;0,0384;-0,015;-0,401;5,650;0,980;5,058;-19,949;0,0234;0,121;-0,476;5,650;0,931;-3,299;-5,184;0,0222;-0,079;-0,124;5,650;1,561;0,016;-18,378;0,0373;3,750E-4;-0,439;5,650;1,530;-0,927;-15,708;0,0365;-0,022;-0,375
5,700;-0,157;7,398;-9,739;-0,0038;0,177;-0,233;5,700;-1,718;7,446;10,996;-0,0410;0,178;0,262;5,700;1,060;-3,094;-6,912;0,0253;-0,074;-0,165;5,700;1,418;-1,445;-13,352;0,0339;-0,035;-0,319;5,700;1,412;1,948;-21,363;0,0337;0,047;-0,510;5,700;0,465;6,346;-14,765;0,0111;0,152;-0,353;5,700;1,337;2,183;-20,892;0,0319;0,052;-0,499;5,700;0,815;5,341;-17,907;0,0195;0,128;-0,428;5,700;-2,831;1,602;30,788;-0,0676;0,038;0,735;5,700;1,558;-1,367;-13,980;0,0372;-0,033;-0,334;5,700;1,208;4,006;-21,520;0,0288;0,096;-0,514;5,700;0,760;-3,487;-2,985;0,0181;-0,083;-0,071;5,700;1,539;-0,817;-15,551;0,0368;-0,020;-0,371;5,700;1,464;-1,634;-13,352;0,0349;-0,039;-0,319
