Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5;Messreihe #5
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
10,000;0,459;0,051;0,029;0,0109500;0,001;7,031E-4;0,0;0,0388641;10,000;0,448;0,051;-0,020;0,0106875;0,001;-4,688E-4;0,0;0,0451050;10,000;0,408;0,047;0,010;0,0097500;0,001;2,344E-4;0,0;0,0361328;10,000;0,390;0,051;-0,010;0,0093000;0,001;-2,344E-4;0,0;0,0488892;0,500;-0,074;0,000;3,927;-0,0017625;0,000;0,094;0,1;0,0608826
10,200;0,470;0,051;-0,029;0,0112125;0,001;-7,031E-4;0,0;0,0378418;10,200;0,457;0,039;-0,039;0,0109125;9,375E-4;-9,375E-4;0,0;0,0420227;10,200;0,418;0,043;-0,010;0,0099750;0,001;-2,344E-4;0,0;0,0358276;10,200;0,401;0,043;-0,029;0,0095625;0,001;-7,031E-4;0,0;0,0433044;0,510;-0,074;-0,079;-15,708;-0,0017625;-0,002;-0,375;0,1;0,0591431
10,400;0,479;0,039;-0,029;0,0114375;9,375E-4;-7,031E-4;0,0;0,0381012;10,400;0,463;0,035;-0,010;0,0110625;8,438E-4;-2,344E-4;0,0;0,0377350;10,400;0,426;0,043;0,000;0,0101625;0,001;0,000;0,0;0,0377502;10,400;0,407;0,039;-0,010;0,0097125;9,375E-4;-2,344E-4;0,0;0,0424805;0,520;-0,075;-0,314;-11,781;-0,0018000;-0,007;-0,281;0,1;0,0589447
10,600;0,485;0,039;0,020;0,0115875;9,375E-4;4,688E-4;0,0;0,0383606;10,600;0,471;0,035;3,990E-16;0,0112500;8,438E-4;9,487E-18;0,0;0,0369110;10,600;0,435;0,043;-0,010;0,0103875;0,001;-2,344E-4;0,0;0,0440216;10,600;0,416;0,039;4,337E-16;0,0099375;9,375E-4;1,057E-17;0,0;0,0430450;0,530;-0,080;-0,314;11,781;-0,0019125;-0,007;0,281;0,1;0,0569153
10,800;0,495;0,047;0,029;0,0118125;0,001;7,031E-4;0,0;0,0398102;10,800;0,478;0,035;0,010;0,0114000;8,438E-4;2,344E-4;0,0;0,0370178;10,800;0,443;0,039;-0,010;0,0105750;9,375E-4;-2,344E-4;0,0;0,0477600;10,800;0,423;0,039;0,029;0,0100875;9,375E-4;7,031E-4;0,0;0,0463867;0,540;-0,082;-0,079;19,635;-0,0019500;-0,002;0,469;0,1;0,0594482
11,000;0,504;0,051;0,020;0,0120375;0,001;4,688E-4;0,1;0,0548859;11,000;0,485;0,039;-3,990E-16;0,0115875;9,375E-4;-9,487E-18;0,0;0,0362091;11,000;0,451;0,039;-4,337E-16;0,0107625;9,375E-4;-1,057E-17;0,0;0,0462646;11,000;0,432;0,051;0,029;0,0103125;0,001;7,031E-4;0,1;0,0534821;0,550;-0,082;0,079;3,927;-0,0019500;0,002;0,094;0,1;0,0592957
11,200;0,515;0,055;-0,010;0,0123000;0,001;-2,344E-4;0,1;0,0620270;11,200;0,493;0,035;-0,010;0,0117750;8,438E-4;-2,344E-4;0,0;0,0368195;11,200;0,459;0,039;0,000;0,0109500;9,375E-4;0,000;0,0;0,0412140;11,200;0,443;0,051;-0,020;0,0105750;0,001;-4,687E-4;0,1;0,0573578;0,560;-0,080;0,000;-15,708;-0,0019125;0,000;-0,375;0,1;0,0568085
11,400;0,526;0,047;-0,029;0,0125625;0,001;-7,031E-4;0,1;0,0625153;11,400;0,500;0,035;0,020;0,0119250;8,438E-4;4,687E-4;0,0;0,0376587;11,400;0,467;0,039;0,010;0,0111375;9,375E-4;2,344E-4;0,0;0,0378571;11,400;0,452;0,043;-0,029;0,0108000;0,001;-7,031E-4;0,1;0,0582123;0,570;-0,082;-0,236;-11,781;-0,0019500;-0,006;-0,281;0,1;0,0567627
11,600;0,534;0,043;0,010;0,0127500;0,001;2,344E-4;0,1;0,0509491;11,600;0,507;0,043;0,010;0,0121125;0,001;2,344E-4;0,0;0,0418549;11,600;0,474;0,043;4,337E-16;0,0113250;0,001;1,057E-17;0,0;0,0356903;11,600;0,460;0,039;4,857E-16;0,0109875;9,375E-4;1,138E-17;0,1;0,0546417;0,580;-0,085;-0,236;11,781;-0,0020250;-0,006;0,281;0,1;0,0563965
11,800;0,543;0,051;0,010;0,0129750;0,001;2,344E-4;0,0;0,0382080;11,800;0,517;0,039;-3,469E-16;0,0123375;9,375E-4;1,084E-17;0,1;0,0560150;11,800;0,484;0,039;-0,020;0,0115500;9,375E-4;-4,687E-4;0,0;0,0359344;11,800;0,468;0,043;0,010;0,0111750;0,001;2,344E-4;0,0;0,0490875;0,590;-0,086;0,000;15,708;-0,0020625;0,000;0,375;0,1;0,0558319
12,000;0,554;0,047;-0,020;0,0132375;0,001;-4,688E-4;0,0;0,0373230;12,000;0,523;0,043;0,020;0,0124875;0,001;4,687E-4;0,1;0,0615387;12,000;0,490;0,035;-0,020;0,0117000;8,438E-4;-4,688E-4;0,0;0,0359497;12,000;0,478;0,043;-0,020;0,0114000;0,001;-4,688E-4;0,0;0,0459442;0,600;-0,085;0,079;-7,854;-0,0020250;0,002;-0,187;0,1;0,0553284
12,200;0,562;0,043;0,010;0,0134250;0,001;2,344E-4;0,0;0,0381775;12,200;0,534;0,047;-0,029;0,0127500;0,001;-7,031E-4;0,1;0,0550079;12,200;0,498;0,031;-0,020;0,0118875;7,500E-4;-4,687E-4;0,0;0,0372009;12,200;0,485;0,035;-0,020;0,0115875;8,438E-4;-4,687E-4;0,0;0,0451202;0,610;-0,085;-0,157;-19,635;-0,0020250;-0,004;-0,469;0,1;0,0537567
12,400;0,572;0,051;0,039;0,0136500;0,001;9,375E-4;0,0;0,0396729;12,400;0,542;0,031;-0,059;0,0129375;7,500E-4;-0,001;0,0;0,0481415;12,400;0,503;0,027;0,010;0,0120000;6,563E-4;2,344E-4;0,0;0,0401001;12,400;0,492;0,035;0,020;0,0117375;8,438E-4;4,687E-4;0,0;0,0445404;0,620;-0,088;-0,314;-4,302E-14;-0,0021000;-0,008;-1,041E-15;0,1;0,0552826
12,600;0,583;0,059;-0,010;0,0139125;0,001;-2,344E-4;0,0;0,0490417;12,600;0,547;0,024;0,010;0,0130500;5,625E-4;2,344E-4;0,0;0,0399475;12,600;0,509;0,035;0,029;0,0121500;8,438E-4;7,031E-4;0,0;0,0430908;12,600;0,500;0,043;0,049;0,0119250;0,001;0,001;0,0;0,0481415;0,630;-0,091;-0,157;15,708;-0,0021750;-0,004;0,375;0,1;0,0539551
12,800;0,595;0,047;-0,049;0,0142125;0,001;-0,001;0,1;0,0647583;12,800;0,551;0,035;0,059;0,0131625;8,438E-4;0,001;0,0;0,0366516;12,800;0,517;0,039;0,010;0,0123375;9,375E-4;2,344E-4;0,0;0,0487518;12,800;0,509;0,055;-3,469E-16;0,0121500;0,001;0,000;0,1;0,0596924;0,640;-0,091;0,000;3,927;-0,0021750;0,000;0,094;0,1;0,0537109
13,000;0,602;0,039;-0,010;0,0143625;9,375E-4;-2,344E-4;0,1;0,0735779;13,000;0,561;0,047;0,029;0,0133875;0,001;7,031E-4;0,0;0,0340729;13,000;0,525;0,039;-0,010;0,0125250;9,375E-4;-2,344E-4;0,1;0,0618134;13,000;0,522;0,043;-0,059;0,0124500;0,001;-0,001;0,1;0,0626984;0,650;-0,091;-0,079;-11,781;-0,0021750;-0,002;-0,281;0,1;0,0543060
13,200;0,611;0,043;-0,010;0,0145875;0,001;-2,344E-4;0,1;0,0777283;13,200;0,570;0,047;-0,020;0,0136125;0,001;-4,687E-4;0,0;0,0350189;13,200;0,533;0,035;0,000;0,0127125;8,438E-4;0,000;0,1;0,0654449;13,200;0,526;0,031;-0,010;0,0125625;7,500E-4;-2,344E-4;0,1;0,0648651;0,660;-0,093;-0,236;-11,781;-0,0022125;-0,006;-0,281;0,1;0,0536499
13,400;0,619;0,035;-0,010;0,0147750;8,438E-4;-2,344E-4;0,1;0,0706177;13,400;0,580;0,039;-0,029;0,0138375;9,375E-4;-7,031E-4;0,0;0,0358429;13,400;0,539;0,039;0,020;0,0128625;9,375E-4;4,687E-4;0,1;0,0538177;13,400;0,534;0,039;0,020;0,0127500;9,375E-4;4,687E-4;0,1;0,0690308;0,670;-0,096;-0,314;0,000;-0,0022875;-0,007;0,000;0,1;0,0519714
13,600;0,625;0,039;0,029;0,0149250;9,375E-4;7,031E-4;0,1;0,0510864;13,600;0,586;0,035;4,337E-16;0,0139875;8,438E-4;1,057E-17;0,0;0,0370178;13,600;0,548;0,043;0,010;0,0130875;0,001;2,344E-4;0,0;0,0474854;13,600;0,542;0,039;0,010;0,0129375;9,375E-4;2,344E-4;0,1;0,0688934;0,680;-0,099;-0,236;7,854;-0,0023625;-0,006;0,187;0,1;0,0543060
13,800;0,635;0,047;0,020;0,0151500;0,001;4,687E-4;0,0;0,0436096;13,800;0,594;0,039;0,020;0,0141750;9,375E-4;4,687E-4;0,0;0,0433044;13,800;0,556;0,043;-0,010;0,0132750;0,001;-2,344E-4;0,0;0,0389404;13,800;0,550;0,043;0,010;0,0131250;0,001;2,344E-4;0,1;0,0617218;0,690;-0,101;-0,157;3,927;-0,0024000;-0,004;0,094;0,1;0,0512085
14,000;0,644;0,047;-5,204E-16;0,0153750;0,001;-1,626E-18;0,0;0,0419006;14,000;0,602;0,043;0,020;0,0143625;0,001;4,687E-4;0,1;0,0652924;14,000;0,565;0,039;-0,029;0,0135000;9,375E-4;-7,031E-4;0,0;0,0371552;14,000;0,559;0,043;-0,010;0,0133500;0,001;-2,344E-4;0,1;0,0587006;0,700;-0,102;-0,157;-3,927;-0,0024375;-0,004;-0,094;0,1;0,0531921
14,200;0,653;0,047;0,020;0,0156000;0,001;4,688E-4;0,0;0,0407562;14,200;0,611;0,047;-0,010;0,0145875;0,001;-2,344E-4;0,1;0,0726776;14,200;0,572;0,031;0,000;0,0136500;7,500E-4;0,000;0,0;0,0365143;14,200;0,567;0,039;-0,020;0,0135375;9,375E-4;-4,687E-4;0,1;0,0548248;0,710;-0,104;-0,236;-3,927;-0,0024750;-0,006;-0,094;0,1;0,0542145
14,400;0,663;0,055;0,010;0,0158250;0,001;2,344E-4;0,0;0,0417328;14,400;0,620;0,039;-0,020;0,0148125;9,375E-4;-4,687E-4;0,1;0,0621643;14,400;0,578;0,039;0,029;0,0138000;9,375E-4;7,031E-4;0,0;0,0363922;14,400;0,575;0,035;0,000;0,0137250;8,438E-4;0,000;0,0;0,0493011;0,720;-0,107;-0,236;3,927;-0,0025500;-0,006;0,094;0,1;0,0565033
14,600;0,675;0,051;-0,029;0,0161250;0,001;-7,031E-4;0,0;0,0497437;14,600;0,627;0,039;-0,010;0,0149625;9,375E-4;-2,344E-4;0,1;0,0502167;14,600;0,587;0,043;4,337E-16;0,0140250;0,001;1,057E-17;0,0;0,0374451;14,600;0,581;0,039;0,020;0,0138750;9,375E-4;4,688E-4;0,1;0,0574493;0,730;-0,108;-0,157;3,927;-0,0025875;-0,004;0,094;0,1;0,0582886
14,800;0,683;0,043;-0,010;0,0163125;0,001;-2,344E-4;0,1;0,0525208;14,800;0,636;0,035;0,010;0,0151875;8,438E-4;2,344E-4;0,0;0,0426331;14,800;0,595;0,039;-0,020;0,0142125;9,375E-4;-4,687E-4;0,0;0,0425568;14,800;0,591;0,043;-0,010;0,0141000;0,001;-2,344E-4;0,1;0,0704193;0,740;-0,110;-0,157;-3,927;-0,0026250;-0,004;-0,094;0,1;0,0576782
15,000;0,693;0,047;0,020;0,0165375;0,001;4,687E-4;0,1;0,0520325;15,000;0,641;0,043;0,039;0,0153000;0,001;9,375E-4;0,0;0,0362091;15,000;0,603;0,035;-0,010;0,0144000;8,438E-4;-2,344E-4;0,1;0,0541077;15,000;0,598;0,035;-0,010;0,0142875;8,438E-4;-2,344E-4;0,1;0,0762634;0,750;-0,112;-0,236;0,000;-0,0026625;-0,006;1,084E-15;0,1;0,0612793
15,200;0,702;0,051;0,010;0,0167625;0,001;2,344E-4;0,0;0,0429687;15,200;0,653;0,051;-0,010;0,0156000;0,001;-2,344E-4;0,0;0,0360413;15,200;0,609;0,035;-0,010;0,0145500;8,438E-4;-2,344E-4;0,1;0,0647125;15,200;0,605;0,039;0,020;0,0144375;9,375E-4;4,687E-4;0,1;0,0841064;0,760;-0,115;-0,157;11,781;-0,0027375;-0,004;0,281;0,1;0,0600128
15,400;0,713;0,051;-0,010;0,0170250;0,001;-2,344E-4;0,0;0,0385742;15,400;0,661;0,039;-0,010;0,0157875;9,375E-4;-2,344E-4;0,0;0,0351868;15,400;0,617;0,031;-0,029;0,0147375;7,500E-4;-7,031E-4;0,1;0,0650940;15,400;0,614;0,043;-0,010;0,0146625;0,001;-2,344E-4;0,1;0,0847626;0,770;-0,115;0,000;7,854;-0,0027375;0,000;0,187;0,1;0,0601654
15,600;0,723;0,047;-0,020;0,0172500;0,001;-4,687E-4;0,0;0,0387878;15,600;0,669;0,047;0,039;0,0159750;0,001;9,375E-4;0,0;0,0346069;15,600;0,622;0,024;3,469E-16;0,0148500;5,625E-4;8,403E-18;0,1;0,0606079;15,600;0,622;0,035;-0,010;0,0148500;8,438E-4;-2,344E-4;0,1;0,0818329;0,780;-0,115;0,000;-7,854;-0,0027375;0,000;-0,187;0,1;0,0610352
15,800;0,732;0,043;-0,029;0,0174750;0,001;-7,031E-4;0,0;0,0399780;15,800;0,680;0,055;5,204E-16;0,0162375;0,001;1,247E-17;0,0;0,0417938;15,800;0,627;0,031;0,039;0,0149625;7,500E-4;9,375E-4;0,1;0,0511017;15,800;0,628;0,039;0,020;0,0150000;9,375E-4;4,688E-4;0,1;0,0728607;0,790;-0,115;-0,157;-15,708;-0,0027375;-0,004;-0,375;0,1;0,0639343
16,000;0,740;0,035;-9,541E-16;0,0176625;8,438E-4;-2,277E-17;0,0;0,0406494;16,000;0,691;0,047;-0,029;0,0165000;0,001;-7,031E-4;0,0;0,0467682;16,000;0,635;0,039;0,029;0,0151500;9,375E-4;7,031E-4;0,0;0,0418396;16,000;0,638;0,043;-8,674E-16;0,0152250;0,001;-2,087E-17;0,1;0,0665741;0,800;-0,118;-0,314;0,000;-0,0028125;-0,007;0,000;0,1;0,0657654
16,200;0,746;0,043;0,049;0,0178125;0,001;0,001;0,0;0,0456848;16,200;0,699;0,043;-0,049;0,0166875;0,001;-0,001;0,0;0,0440216;16,200;0,642;0,043;0,010;0,0153375;0,001;2,344E-4;0,0;0,0392914;16,200;0,646;0,039;-0,020;0,0154125;9,375E-4;-4,688E-4;0,1;0,0564270;0,810;-0,121;-0,157;15,708;-0,0028875;-0,004;0,375;0,1;0,0706940
16,400;0,757;0,055;0,020;0,0180750;0,001;4,688E-4;0,1;0,0726471;16,400;0,708;0,027;-0,079;0,0169125;6,562E-4;-0,002;0,0;0,0432892;16,400;0,652;0,043;-0,020;0,0155625;0,001;-4,687E-4;0,0;0,0388489;16,400;0,653;0,035;8,674E-16;0,0156000;8,437E-4;2,087E-17;0,1;0,0533905;0,820;-0,121;0,000;3,927;-0,0028875;0,000;0,094;0,1;0,0697784
16,600;0,768;0,051;-0,020;0,0183375;0,001;-4,687E-4;0,1;0,0816498;16,600;0,710;0,012;6,072E-16;0,0169500;2,812E-4;1,464E-17;0,0;0,0415497;16,600;0,660;0,035;-0,029;0,0157500;8,438E-4;-7,031E-4;0,0;0,0379028;16,600;0,660;0,039;0,020;0,0157500;9,375E-4;4,688E-4;0,1;0,0543518;0,830;-0,121;-0,079;-7,854;-0,0028875;-0,002;-0,188;0,1;0,0717163
16,800;0,778;0,047;0,000;0,0185625;0,001;0,000;0,1;0,0826874;16,800;0,713;0,027;0,088;0,0170250;6,562E-4;0,002;0,0;0,0375061;16,800;0,666;0,031;0,000;0,0159000;7,500E-4;1,084E-17;0,0;0,0374298;16,800;0,669;0,043;-0,010;0,0159750;0,001;-2,344E-4;0,1;0,0576172;0,840;-0,123;-0,157;-3,927;-0,0029250;-0,004;-0,094;0,1;0,0724182
17,000;0,787;0,051;0,010;0,0187875;0,001;2,344E-4;0,1;0,0537720;17,000;0,721;0,047;0,069;0,0172125;0,001;0,002;0,0;0,0373840;17,000;0,672;0,035;0,010;0,0160500;8,438E-4;2,344E-4;0,0;0,0374908;17,000;0,677;0,035;-0,039;0,0161625;8,438E-4;-9,375E-4;0,1;0,0603485;0,850;-0,124;-0,157;3,927;-0,0029625;-0,004;0,094;0,1;0,0725708
17,200;0,798;0,051;-0,010;0,0190500;0,001;-2,344E-4;0,0;0,0424500;17,200;0,732;0,055;0,010;0,0174750;0,001;2,344E-4;0,0;0,0373840;17,200;0,680;0,035;-7,806E-16;0,0162375;8,437E-4;-1,870E-17;0,0;0,0388336;17,200;0,683;0,027;-0,010;0,0163125;6,563E-4;-2,344E-4;0,1;0,0635834;0,860;-0,126;-0,079;7,854;-0,0030000;-0,002;0,188;0,1;0,0725708
17,400;0,807;0,047;-0,029;0,0192750;0,001;-7,031E-4;0,0;0,0405121;17,400;0,743;0,051;-0,020;0,0177375;0,001;-4,687E-4;0,0;0,0392303;17,400;0,686;0,035;7,806E-16;0,0163875;8,437E-4;1,870E-17;0,0;0,0426636;17,400;0,688;0,031;0,049;0,0164250;7,500E-4;0,001;0,1;0,0679169;0,870;-0,126;0,000;-3,927;-0,0030000;0,000;-0,094;0,1;0,0724792
17,600;0,817;0,039;-0,010;0,0195000;9,375E-4;-2,344E-4;0,0;0,0403290;17,600;0,752;0,047;-0,020;0,0179625;0,001;-4,687E-4;0,0;0,0446777;17,600;0,694;0,035;7,806E-16;0,0165750;8,438E-4;1,870E-17;0,0;0,0452423;17,600;0,696;0,047;0,049;0,0166125;0,001;0,001;0,1;0,0673218;0,880;-0,126;-0,157;-15,708;-0,0030000;-0,004;-0,375;0,1;0,0736389
17,800;0,823;0,043;0,029;0,0196500;0,001;7,031E-4;0,0;0,0406647;17,800;0,762;0,043;-0,010;0,0181875;0,001;-2,344E-4;0,1;0,0599976;17,800;0,701;0,035;0,000;0,0167250;8,438E-4;0,000;0,0;0,0439453;17,800;0,707;0,051;-0,010;0,0168750;0,001;-2,344E-4;0,1;0,0636444;0,890;-0,129;-0,314;0,000;-0,0030750;-0,007;0,000;0,1;0,0734863
18,000;0,834;0,051;0,010;0,0199125;0,001;2,344E-4;0,1;0,0501556;18,000;0,770;0,043;-9,541E-16;0,0183750;0,001;-2,277E-17;0,1;0,0718536;18,000;0,708;0,035;0,010;0,0169125;8,438E-4;2,344E-4;0,0;0,0432434;18,000;0,716;0,043;-0,039;0,0171000;0,001;-9,375E-4;0,1;0,0617371;0,900;-0,132;-0,157;15,708;-0,0031500;-0,004;0,375;0,1;0,0755768
18,200;0,844;0,047;-0,020;0,0201375;0,001;-4,688E-4;0,1;0,0663757;18,200;0,779;0,043;-9,541E-16;0,0186000;0,001;-2,277E-17;0,1;0,0920868;18,200;0,715;0,039;0,020;0,0170625;9,375E-4;4,687E-4;0,0;0,0393524;18,200;0,724;0,035;-0,020;0,0172875;8,437E-4;-4,688E-4;0,1;0,0578766;0,910;-0,132;0,000;3,927;-0,0031500;0,000;0,094;0,1;0,0738525
18,400;0,853;0,043;-0,020;0,0203625;0,001;-4,687E-4;0,1;0,0723267;18,400;0,787;0,043;9,541E-16;0,0187875;0,001;2,277E-17;0,1;0,0801239;18,400;0,724;0,043;8,674E-16;0,0172875;0,001;2,087E-17;0,0;0,0375977;18,400;0,730;0,035;0,020;0,0174375;8,437E-4;4,688E-4;0,1;0,0545197;0,920;-0,132;-0,079;-11,781;-0,0031500;-0,002;-0,281;0,1;0,0737457
18,600;0,861;0,039;0,020;0,0205500;9,375E-4;4,688E-4;0,1;0,0783081;18,600;0,796;0,043;-0,020;0,0190125;0,001;-4,687E-4;0,1;0,0540314;18,600;0,732;0,039;-0,029;0,0174750;9,375E-4;-7,031E-4;0,0;0,0388794;18,600;0,738;0,043;0,029;0,0176250;0,001;7,031E-4;0,1;0,0560913;0,930;-0,134;-0,236;-7,854;-0,0031875;-0,006;-0,187;0,1;0,0713043
18,800;0,869;0,051;0,039;0,0207375;0,001;9,375E-4;0,1;0,0580444;18,800;0,804;0,035;-0,010;0,0192000;8,438E-4;-2,344E-4;0,0;0,0433960;18,800;0,740;0,031;-0,029;0,0176625;7,500E-4;-7,031E-4;0,0;0,0385742;18,800;0,748;0,047;0,010;0,0178500;0,001;2,344E-4;0,1;0,0595398;0,940;-0,137;-0,236;7,854;-0,0032625;-0,006;0,187;0,1;0,0717621
19,000;0,881;0,055;-0,020;0,0210375;0,001;-4,688E-4;0,0;0,0421143;19,000;0,811;0,039;0,020;0,0193500;9,375E-4;4,687E-4;0,0;0,0402069;19,000;0,745;0,027;0,010;0,0177750;6,563E-4;2,344E-4;0,0;0,0386658;19,000;0,757;0,047;-0,010;0,0180750;0,001;-2,344E-4;0,1;0,0777588;0,950;-0,138;-0,079;3,927;-0,0033000;-0,002;0,094;0,1;0,0690155
19,200;0,891;0,043;-0,049;0,0212625;0,001;-0,001;0,0;0,0405884;19,200;0,820;0,043;0,029;0,0195750;0,001;7,031E-4;0,0;0,0369568;19,200;0,751;0,035;0,039;0,0179250;8,437E-4;9,375E-4;0,0;0,0400848;19,200;0,767;0,043;-0,020;0,0183000;0,001;-4,687E-4;0,1;0,0930481;0,960;-0,138;-0,157;-11,781;-0,0033000;-0,004;-0,281;0,1;0,0690613
19,400;0,898;0,035;0,010;0,0214500;8,438E-4;2,344E-4;0,0;0,0410767;19,400;0,828;0,051;0,020;0,0197625;0,001;4,688E-4;0,0;0,0374146;19,400;0,759;0,043;0,010;0,0181125;0,001;2,344E-4;0,0;0,0485535;19,400;0,774;0,039;9,541E-16;0,0184875;9,375E-4;2,277E-17;0,1;0,1038666;0,970;-0,141;-0,314;-3,927;-0,0033750;-0,008;-0,094;0,1;0,0660706
19,600;0,905;0,047;0,049;0,0216000;0,001;0,001;0,0;0,0426941;19,600;0,840;0,051;-0,029;0,0200625;0,001;-7,031E-4;0,0;0,0423279;19,600;0,768;0,039;-0,029;0,0183375;9,375E-4;-7,031E-4;0,1;0,0657043;19,600;0,782;0,043;0,020;0,0186750;0,001;4,687E-4;0,1;0,1071472;0,980;-0,145;-0,236;11,781;-0,0034500;-0,006;0,281;0,1;0,0670776
19,800;0,917;0,055;-0,010;0,0219000;0,001;-2,344E-4;0,1;0,0547180;19,800;0,848;0,039;-0,010;0,0202500;9,375E-4;-2,344E-4;0,0;0,0465546;19,800;0,774;0,031;-0,010;0,0184875;7,500E-4;-2,344E-4;0,1;0,0742645;19,800;0,792;0,047;0,010;0,0189000;0,001;2,344E-4;0,1;0,1024780;0,990;-0,146;-0,079;7,854;-0,0034875;-0,002;0,187;0,1;0,0642853
20,000;0,927;0,043;-0,029;0,0221250;0,001;-7,031E-4;0,1;0,0669098;20,000;0,856;0,047;0,020;0,0204375;0,001;4,687E-4;0,1;0,0625610;20,000;0,781;0,035;0,010;0,0186375;8,437E-4;2,344E-4;0,1;0,0874939;20,000;0,801;0,047;-1,041E-15;0,0191250;0,001;-2,494E-17;0,1;0,0787506;1,000;-0,146;-0,079;-3,927;-0,0034875;-0,002;-0,094;0,1;0,0618896
20,200;0,935;0,043;-0,010;0,0223125;0,001;-2,344E-4;0,1;0,0689240;20,200;0,867;0,047;1,041E-15;0,0207000;0,001;2,494E-17;0,1;0,0622711;20,200;0,789;0,035;7,806E-16;0,0188250;8,437E-4;1,870E-17;0,1;0,0807648;20,200;0,811;0,047;1,041E-15;0,0193500;0,001;2,494E-17;0,1;0,0631256;1,010;-0,148;-0,157;-7,854;-0,0035250;-0,004;-0,187;0,1;0,0625000
20,400;0,944;0,039;9,541E-16;0,0225375;9,375E-4;2,277E-17;0,1;0,0633392;20,400;0,875;0,047;-0,010;0,0208875;0,001;-2,344E-4;0,0;0,0450592;20,400;0,795;0,035;0,010;0,0189750;8,438E-4;2,344E-4;0,1;0,0572510;20,400;0,820;0,047;-0,020;0,0195750;0,001;-4,687E-4;0,1;0,0616760;1,020;-0,149;-0,236;0,000;-0,0035625;-0,006;1,084E-15;0,1;0,0604706
20,600;0,950;0,043;0,029;0,0226875;0,001;7,031E-4;0,0;0,0445709;20,600;0,886;0,043;-0,020;0,0211500;0,001;-4,687E-4;0,0;0,0404663;20,600;0,803;0,039;0,020;0,0191625;9,375E-4;4,687E-4;0,0;0,0435944;20,600;0,829;0,039;0,000;0,0198000;9,375E-4;2,168E-17;0,1;0,0653076;1,030;-0,152;-0,157;11,781;-0,0036375;-0,004;0,281;0,1;0,0602112
20,800;0,961;0,051;0,010;0,0229500;0,001;2,344E-4;0,0;0,0408173;20,800;0,892;0,039;0,010;0,0213000;9,375E-4;2,344E-4;0,0;0,0403290;20,800;0,811;0,043;-8,674E-16;0,0193500;0,001;-2,087E-17;0,0;0,0408325;20,800;0,836;0,047;0,020;0,0199500;0,001;4,687E-4;0,1;0,0700378;1,040;-0,152;0,000;3,927;-0,0036375;0,000;0,094;0,1;0,0580750
21,000;0,971;0,047;-0,020;0,0231750;0,001;-4,688E-4;0,0;0,0421295;21,000;0,902;0,047;0,020;0,0215250;0,001;4,687E-4;0,0;0,0406494;21,000;0,820;0,039;-0,029;0,0195750;9,375E-4;-7,031E-4;0,0;0,0387878;21,000;0,848;0,047;-0,029;0,0202500;0,001;-7,031E-4;0,1;0,0770569;1,050;-0,152;-0,079;-7,854;-0,0036375;-0,002;-0,188;0,1;0,0589447
21,200;0,980;0,043;0,010;0,0234000;0,001;2,344E-4;0,0;0,0444183;21,200;0,911;0,047;1,041E-15;0,0217500;0,001;2,494E-17;0,0;0,0428772;21,200;0,826;0,031;8,674E-16;0,0197250;7,500E-4;2,087E-17;0,0;0,0383301;21,200;0,855;0,035;-0,010;0,0204000;8,437E-4;-2,344E-4;0,1;0,0810242;1,060;-0,154;-0,157;-7,854;-0,0036750;-0,004;-0,187;0,1;0,0585937
